iteration,condition_mean,condition_sd,timestep,true_state,speed,belief_a,belief_m,action
4,70,5,5,0,46.23134147331814,0.7367439360883227,0.26325606391167733,0
4,70,5,6,0,60.28439849317224,0.8999627266184341,0.10003727338156591,0
4,70,5,7,0,78.97862760951065,0.8531050367704552,0.1468949632295448,0
4,70,5,8,0,74.98375048914947,0.8122331578431686,0.18776684215683145,0
4,70,5,9,0,52.78785051,0.6532670971984913,0.34673290280150876,0
4,70,5,10,1,93.09334844513441,0.8934804886866186,0.10651951131338132,0
4,70,5,11,1,89.56006535829863,0.8999781714653621,0.10002182853463788,0
4,70,5,12,1,92.12536198243511,0.8997035385676267,0.10029646143237314,0
4,70,5,13,1,91.66126572686167,0.8999555571503876,0.10004444284961243,0
4,70,5,14,1,84.21591869540428,0.8999363976692358,0.10006360233076417,0
4,70,5,15,1,91.75498576541266,0.8927223035435934,0.10727769645640656,0
4,70,5,16,1,86.96556358451299,0.8999360444410075,0.1000639555589926,0
4,70,5,17,1,97.73489664507863,0.8984036361548223,0.10159636384517755,0
4,70,5,18,1,93.61670804,0.8999996876824684,0.10000031231753174,0
4,70,5,19,1,90.23067783615082,0.8999868265196792,0.10001317348032081,0
5,70,5,0,0,76.61841230327562,0.9,0.1,0
5,70,5,1,0,65.03694772158869,0.7938441499225194,0.20615585007748058,0
5,70,5,2,0,106.4615678051167,0.6323360454852418,0.36766395451475825,0
5,70,5,3,0,66.21861805595384,0.8999999999240826,0.10000000007591722,0
5,70,5,4,0,71.64414762367274,0.7356714487842925,0.26432855121570764,0
5,70,5,5,0,93.73721675592346,0.494607478,0.5053925218343079,0
5,70,5,6,0,56.36151392715637,0.8998905544178264,0.10010944558217343,0
5,70,5,7,0,61.125450131045675,0.8903375327075161,0.10966246729248401,0
5,70,5,8,0,72.81404838755553,0.8332000910863623,0.16679990891363772,0
5,70,5,9,0,65.05195063330962,0.6257249022988576,0.3742750977011425,1
5,70,5,10,1,84.03617693789097,0.4701683350225266,0.5298316649774735,0
5,70,5,11,1,88.97561744706206,0.8260610900232879,0.17393890997671202,0
5,70,5,12,1,88.20585526499379,0.8991623080178637,0.10083769198213631,0
5,70,5,13,1,93.01735801304747,0.899257815,0.10074218538609497,0
5,70,5,14,1,81.67605735264152,0.8999781696310936,0.1000218303689064,0
5,70,5,15,1,86.49910481155024,0.8770462779091984,0.12295372209080152,0
5,70,5,16,1,95.75695504743585,0.8973470406537157,0.10265295934628428,0
5,70,5,17,1,99.28665503615656,0.8999979275289701,0.1000020724710299,0
5,70,5,18,1,82.44410221155817,0.8999999363507324,0.10000006364926775,0
5,70,5,19,1,93.22423755,0.8833570427351033,0.11664295726489667,0
6,70,5,0,0,65.32324489768725,0.9,0.1,0
6,70,5,1,0,80.93505885418756,0.7525560009965561,0.24744399900344388,0
6,70,5,2,0,73.26731182114003,0.815744222,0.18425577836790902,0
6,70,5,3,0,56.51362305179291,0.6126601068311537,0.3873398931688464,0
6,70,5,4,0,32.69829022558203,0.8443463956638013,0.15565360433619851,0
6,70,5,5,0,83.69877281853832,0.8999999999920014,0.10000000000799843,0
6,70,5,6,0,86.90595588957748,0.8906245223949977,0.10937547760500237,0
6,70,5,7,0,47.28860157054676,0.8981729351212381,0.10182706487876199,0
6,70,5,8,0,94.58936624406536,0.8999716693582674,0.10002833064173257,0
6,70,5,9,0,63.55159595490478,0.899994274,0.1000057256798171,0
6,70,5,10,1,103.15640278631909,0.7901490091970556,0.20985099080294442,0
6,70,5,11,1,93.00911124977931,0.8999999979270695,0.10000000207293036,0
6,70,5,12,1,88.32059192528878,0.8999782017303031,0.1000217982696969,0
6,70,5,13,1,96.18868921612824,0.8993172443259639,0.10068275567403588,0
6,70,5,14,1,90.55564083383749,0.8999986386554549,0.10000136134454515,0
6,70,5,15,1,90.64575623951758,0.8998542539811563,0.1001457460188437,0
6,70,5,16,1,90.38063806107668,0.899863343,0.10013665689017613,0
6,70,5,17,1,89.22435920720694,0.8998342132793846,0.10016578672061517,0
6,70,5,18,1,93.17112671583962,0.8996257635696897,0.10037423643031033,0
6,70,5,19,1,94.05327501713035,0.8999808371527113,0.10001916284728876,0
7,70,5,0,0,95.35788555700535,0.9,0.1,0
7,70,5,1,0,63.01093944188751,0.8999971071491155,0.10000289285088436,0
7,70,5,2,0,70.49230245517876,0.8018282895443497,0.1981717104556504,0
7,70,5,3,0,76.11274424494762,0.5602299062214988,0.4397700937785011,1
7,70,5,4,0,58.16615457061392,0.46167016299878505,0.538329837,0
7,70,5,5,0,70.03098359358923,0.7200840369912231,0.27991596300877686,1
7,70,5,6,0,69.98664421213103,0.4693170480651773,0.5306829519348227,1
7,70,5,7,0,43.67913540481869,0.28213872524791367,0.7178612747520863,0
7,70,5,8,0,85.26487008,0.8999726533782352,0.10002734662176482,0
7,70,5,9,0,79.00747773879324,0.8957855881358059,0.10421441186419395,0
7,70,5,10,1,86.87285513,0.8390342614102213,0.1609657385897787,0
7,70,5,11,1,89.14225869,0.8970924529170398,0.10290754708296013,0
7,70,5,12,1,92.52649687098376,0.8995921496966984,0.10040785030330154,0
7,70,5,13,1,88.69321792404176,0.8999676366126802,0.10003236338731966,0
7,70,5,14,1,88.78625460663727,0.8994655472274573,0.10053445277254258,0
7,70,5,15,1,82.73379293754604,0.8994948505701629,0.10050514942983711,0
7,70,5,16,1,92.77290155945944,0.8852631763102632,0.11473682368973687,0
7,70,5,17,1,90.61940452643519,0.8999691834598825,0.10003081654011756,0
7,70,5,18,1,91.37229961879981,0.8998608536969176,0.1001391463030824,0
7,70,5,19,1,82.36737734,0.89992058,0.1000794201975161,0
8,70,5,0,0,71.36807075,0.9,0.1,0
8,70,5,1,0,86.36924099908165,0.7049493533792417,0.2950506466207583,0
8,70,5,2,0,40.79544536,0.8915175998016683,0.10848240019833186,0
8,70,5,3,0,49.20475701644591,0.899999924,0.1000000759157151,0
8,70,5,4,0,35.552626386967546,0.89987779,0.10012221022101203,0
8,70,5,5,0,106.14751455012312,0.8999999998159646,0.1000000001840354,0
8,70,5,6,0,95.91754252869879,0.8999999999782402,0.10000000002175968,0
8,70,5,7,0,103.06834426834202,0.8999982631359009,0.10000173686409908,0
8,70,5,8,0,81.92241459022601,0.8999999990380034,0.10000000096199659,0
8,70,5,9,0,84.64631644601411,0.8792465740494614,0.12075342595053866,0
8,70,5,10,1,84.08286426333493,0.8927914691086143,0.10720853089138568,0
8,70,5,11,1,99.58181805267739,0.891607933,0.1083920666105909,0
8,70,5,12,1,84.38336599724431,0.8999999488677842,0.10000005113221583,0
8,70,5,13,1,86.67982265207948,0.8933159669371544,0.1066840330628456,0
8,70,5,14,1,88.10820715,0.8979669445684143,0.10203305543158567,0
8,70,5,15,1,86.04192364251831,0.8991991444693677,0.10080085553063232,0
8,70,5,16,1,94.29774054590186,0.8972367320587573,0.10276326794124258,0
8,70,5,17,1,88.84605502257207,0.8999923978576098,0.10000760214239023,0
8,70,5,18,1,89.67169485947603,0.8995174738413506,0.1004825261586494,0
8,70,5,19,1,88.95681882633922,0.8997243328462265,0.10027566715377344,0
9,70,5,0,0,70.01662832068317,0.9,0.1,0
9,70,5,1,0,65.65683896124702,0.7000007373352239,0.2999992626647761,0
9,70,5,2,0,53.25900545403378,0.5167965482286446,0.48320345177135543,0
9,70,5,3,0,69.80675864881309,0.8849022752439258,0.11509772475607416,0
9,70,5,4,0,64.32457803688123,0.6755619653629991,0.324438035,0
9,70,5,5,0,62.78296955684644,0.5413453298669891,0.4586546701330108,0
9,70,5,6,0,47.24003231806492,0.49862250136888764,0.5013774986311124,0
9,70,5,7,0,62.63692028,0.8997584656459738,0.1002415343540262,0
9,70,5,8,0,66.38979132245991,0.8095434939280937,0.19045650607190626,0
9,70,5,9,0,60.28078809667594,0.612880234,0.3871197663938249,0
9,70,5,10,1,93.17945540123416,0.6911057475514764,0.30889425244852364,0
9,70,5,11,1,98.70058652642588,0.8999237651627966,0.10007623483720342,0
9,70,5,12,1,91.48341108855702,0.8999998834430124,0.1000001165569875,0
9,70,5,13,1,93.53751830925944,0.8999271382680042,0.10007286173199588,0
9,70,5,14,1,99.11407881559118,0.8999859109910631,0.10001408900893699,0
9,70,5,15,1,92.15384514749447,0.899999924,0.100000076,0
9,70,5,16,1,97.71364812744044,0.8999566851682421,0.10004331483175798,0
9,70,5,17,1,85.49639414291656,0.8999996864889908,0.10000031351100923,0
9,70,5,18,1,89.31437494810997,0.8962855710209859,0.10371442897901413,0
9,70,5,19,1,96.48789506040025,0.899634235,0.10036576520993695,0
10,70,5,0,0,89.97379756194277,0.9,0.1,0
10,70,5,1,0,80.72918461597608,0.8997783749087073,0.10022162509129258,0
10,70,5,2,0,46.81899561833098,0.8668944505929185,0.13310554940708147,0
10,70,5,3,0,69.87424225107216,0.8999738428248678,0.10002615717513223,0
10,70,5,4,0,79.32003961,0.6999985831357777,0.30000141686422244,0
10,70,5,5,0,59.198716589216545,0.7277117873751298,0.27228821262487035,0
10,70,5,6,0,73.98267378538179,0.8010985474791072,0.19890145252089267,0
10,70,5,7,0,71.62822788572454,0.6122181353807719,0.3877818646192281,1
10,70,5,8,0,70.06437146401049,0.38442091194609534,0.6155790880539047,1
10,70,5,9,0,67.38099684110588,0.23784566455302944,0.7621543354469704,1
10,70,5,10,1,92.16513094976798,0.1841252520457911,0.8158747479542088,0
10,70,5,11,1,96.01518686906105,0.8982914716856759,0.10170852831432413,0
10,70,5,12,1,85.17467164741619,0.8999983826766307,0.10000161732336928,0
10,70,5,13,1,95.14137038991352,0.8955772001077823,0.10442279989221771,0
10,70,5,14,1,91.14315065,0.8999963129550085,0.10000368704499142,0
10,70,5,15,1,92.22568806415174,0.8999057050453008,0.10009429495469918,0
10,70,5,16,1,84.31698894084478,0.8999590290774303,0.10004097092256974,0
10,70,5,17,1,90.67568439224318,0.8930845923889674,0.10691540761103253,0
10,70,5,18,1,97.42268500918291,0.8998561973410023,0.10014380265899758,0
10,70,5,19,1,84.60097557107362,0.8999995825551544,0.10000041744484556,0
11,70,5,0,0,96.24182112,0.9,0.1,0
11,70,5,1,0,65.70890505,0.8999987141942775,0.10000128580572243,0
11,70,5,2,0,62.731523016682836,0.7450154755646476,0.2549845244353524,0
11,70,5,3,0,30.200221611077815,0.6708587722866255,0.32914122771337456,0
11,70,5,4,0,69.87573055940597,0.8999999999993067,0.1000000000006935,0
11,70,5,5,0,65.20552954353552,0.7000411782226231,0.299958822,0
11,70,5,6,0,61.95055956647905,0.5314426973489316,0.4685573026510685,0
11,70,5,7,0,74.73104002638546,0.5357461778655624,0.4642538221344375,1
11,70,5,8,0,76.31576074383217,0.39130684230158697,0.6086931576984131,1
11,70,5,9,0,54.015955293267496,0.3426962527897889,0.6573037472102111,0
11,70,5,10,1,85.56880165022264,0.8537990220290049,0.14620097797099507,0
11,70,5,11,1,87.62133253658303,0.8945122710038133,0.10548772899618668,0
11,70,5,12,1,93.44841155100711,0.8988680722475101,0.10113192775248996,0
11,70,5,13,1,92.80596088016641,0.8999846436413976,0.10001535635860234,0
11,70,5,14,1,83.47225745,0.8999742750778021,0.10002572492219787,0
11,70,5,15,1,84.40262369200191,0.8895516764659308,0.11044832353406911,0
11,70,5,16,1,93.68418696,0.8926107134824832,0.10738928651751665,0
11,70,5,17,1,97.87317036552142,0.8999865228858642,0.10001347711413579,0
11,70,5,18,1,89.84462456,0.8999997323014325,0.10000026769856751,0
11,70,5,19,1,86.58276686267381,0.8997571599476419,0.10024284005235805,0
12,70,5,0,0,77.09478747234968,0.9,0.1,0
12,70,5,1,0,59.77861180840832,0.8040882052830686,0.19591179471693143,0
12,70,5,2,0,73.63659245035717,0.8180770032596795,0.18192299674032059,0
12,70,5,3,0,44.48896548942503,0.623778954,0.3762210460546861,0
12,70,5,4,0,81.29714251,0.899986328,0.10001367181222999,0
12,70,5,5,0,46.97917989687934,0.8733349075941349,0.12666509240586518,0
12,70,5,6,0,70.07690617198409,0.8999718177281227,0.1000281822718773,0
12,70,5,7,0,68.19658494765713,0.699968806,0.300031194,1
12,70,5,8,0,57.89527182140573,0.4613917300764675,0.5386082699235325,0
12,70,5,9,0,113.07729092483375,0.7355031476149173,0.2644968523850828,0
12,70,5,10,1,87.01088540296828,0.9,0.10000000000000403,0
12,70,5,11,1,92.36228496767879,0.8984477620146977,0.10155223798530215,0
12,70,5,12,1,95.47978059004281,0.8999626373248986,0.10003736267510133,0
12,70,5,13,1,83.92415599453892,0.8999974078398918,0.1000025921601082,0
12,70,5,14,1,96.71178186,0.8915962773814663,0.10840372261853366,0
12,70,5,15,1,89.38925106165838,0.8999990960309977,0.1000009039690024,0
12,70,5,16,1,95.06257738488587,0.8996664090417001,0.10033359095829979,0
12,70,5,17,1,85.43065426647065,0.8999962165132619,0.10000378348673816,0
12,70,5,18,1,84.85234896312751,0.896149368,0.103850632,0
12,70,5,19,1,96.04898224815844,0.8945284210984524,0.10547157890154743,0
13,70,5,0,0,59.31414006924118,0.9,0.1,0
13,70,5,1,0,81.30649567989555,0.866446191,0.13355380886317403,0
13,70,5,2,0,69.33245382,0.8636160815142643,0.13638391848573572,0
13,70,5,3,0,76.77718508118684,0.6442075433965577,0.3557924566034422,0
13,70,5,4,0,90.17652562676514,0.5618203387507226,0.43817966124927754,0
13,70,5,5,0,77.98506832,0.8986558056586929,0.10134419434130722,0
13,70,5,6,0,90.2528185,0.8214338489563745,0.17856615104362558,0
13,70,5,7,0,82.91817061253981,0.8996448949808252,0.10035510501917469,0
13,70,5,8,0,92.18028606153845,0.8864536015678353,0.11354639843216471,0
13,70,5,9,0,54.31934304192199,0.899951096,0.10004890378949315,0
13,70,5,10,1,86.05505487524225,0.896642878,0.10335712208272702,0
13,70,5,11,1,83.69197027340465,0.8971799906044834,0.10282000939551678,0
13,70,5,12,1,92.81423392640515,0.8903017092274027,0.1096982907725974,0
13,70,5,13,1,88.78336874057219,0.8999716684877964,0.10002833151220367,0
13,70,5,14,1,94.56870352429839,0.8994967059784017,0.1005032940215983,0
13,70,5,15,1,91.58675461368168,0.8999941392144203,0.10000586078557966,0
13,70,5,16,1,90.6365164,0.8999326767923271,0.10006732320767289,0
13,70,5,17,1,100.75191483690557,0.8998625331272034,0.10013746687279666,0
13,70,5,18,1,93.03144328,0.8999999866576547,0.10000001334234533,0
13,70,5,19,1,89.86614175,0.8999785965425673,0.10002140345743284,0
14,70,5,0,0,93.27008666879594,0.9,0.1,0
14,70,5,1,0,71.18779036913233,0.8999824136930954,0.1000175863069045,0
14,70,5,2,0,72.60964792684254,0.7037096761729671,0.296290324,1
14,70,5,3,0,68.91495150750735,0.47752073448445087,0.522479266,1
14,70,5,4,0,39.935058997417215,0.2898226132431103,0.7101773867568896,0
14,70,5,5,0,72.17016719785474,0.8999993825277385,0.10000061747226148,0
14,70,5,6,0,47.48247066554357,0.7122934908639549,0.28770650913604506,0
14,70,5,7,0,73.16664176426565,0.8998820508286972,0.10011794917130283,0
14,70,5,8,0,61.62692416935886,0.725355967,0.274644033,0
14,70,5,9,0,86.26793597325708,0.7030345169269083,0.2969654830730917,0
14,70,5,10,1,89.06855437987996,0.8909277916059569,0.10907220839404302,0
14,70,5,11,1,90.07330687,0.899542407,0.100457593,0
14,70,5,12,1,84.62215265281658,0.8997924788292824,0.1002075211707176,0
14,70,5,13,1,93.21126037108438,0.8940710637465527,0.1059289362534473,0
14,70,5,14,1,89.09831644335785,0.8999803134440933,0.10001968655590657,0
14,70,5,15,1,93.10150126687589,0.8995928846440436,0.10040711535595641,0
14,70,5,16,1,94.05487167309074,0.8999797001884273,0.10002029981157275,0
14,70,5,17,1,93.88967933198771,0.8999909107578339,0.10000908924216614,0
14,70,5,18,1,88.81255161028884,0.8999895378229921,0.10001046217700793,0
14,70,5,19,1,80.54043827346145,0.8995065195291416,0.10049348047085839,0
15,70,5,0,0,65.31507277684683,0.9,0.1,0
15,70,5,1,0,75.08927059069276,0.7527195073204482,0.24728049267955166,0
15,70,5,2,0,67.66137199,0.5932557618409345,0.4067442381590653,1
15,70,5,3,0,62.47315490053377,0.37910846253353997,0.6208915374664602,1
15,70,5,4,0,73.53353337589029,0.3862677143465471,0.613732286,1
15,70,5,5,0,43.545921147936845,0.2660515178047066,0.7339484821952933,0
15,70,5,6,0,53.56206934082931,0.8999738334611415,0.10002616653885847,0
15,70,5,7,0,53.683513877830734,0.8978187341772925,0.10218126582270741,0
15,70,5,8,0,65.42244921768261,0.897603363,0.10239663734596806,0
15,70,5,9,0,62.89377442065732,0.7473546659231093,0.2526453340768907,0
15,70,5,10,1,88.99702730738721,0.6660691999729313,0.3339308000270687,0
15,70,5,11,1,91.77598386507316,0.8980368749919688,0.10196312500803116,0
15,70,5,12,1,93.44758861613809,0.8999405462392032,0.10005945376079685,0
15,70,5,13,1,92.05294837684434,0.8999848141789197,0.10001518582108035,0
15,70,5,14,1,87.17510781318278,0.8999531030269425,0.10004689697305753,0
15,70,5,15,1,92.99695345077984,0.8985942151022079,0.10140578489779208,0
15,70,5,16,1,89.18531847394435,0.8999776394842011,0.10002236051579894,0
15,70,5,17,1,98.00107251216492,0.8996162688715604,0.10038373112843968,0
15,70,5,18,1,93.40813602171694,0.8999997632699214,0.10000023673007871,0
15,70,5,19,1,90.07440050665329,0.8999843171556601,0.10001568284433988,0
16,70,5,0,0,71.91923081700904,0.9,0.1,0
16,70,5,1,0,47.072898117611736,0.7096609155093679,0.29033908449063206,0
16,70,5,2,0,61.08298029993041,0.8999141836295232,0.10008581637047664,0
16,70,5,3,0,70.99495560618878,0.8399401563555766,0.16005984364442336,0
16,70,5,4,0,51.467576901390345,0.6122589774282222,0.3877410225717779,0
16,70,5,5,0,60.679470873059756,0.8966250235884452,0.10337497641155481,0
16,70,5,6,0,56.665783014083615,0.8450003730818515,0.15499962691814853,0
16,70,5,7,0,77.48364783314013,0.8817650618059498,0.11823493819405022,0
16,70,5,8,0,58.19654347028664,0.796480869,0.20351913083265413,0
16,70,5,9,0,71.78115346,0.8515979334886127,0.1484020665113872,0
16,70,5,10,1,86.21568432233445,0.6354322668412958,0.36456773315870417,0
16,70,5,11,1,92.46683454385955,0.8873575143061667,0.11264248569383328,0
16,70,5,12,1,85.80297843,0.8999613937243385,0.1000386062756615,0
16,70,5,13,1,84.92489072935797,0.8968645163123519,0.10313548368764798,0
16,70,5,14,1,88.28740157510094,0.8947733738507936,0.10522662614920653,0
16,70,5,15,1,99.42232004181791,0.8992618134388818,0.10073818656111813,0
16,70,5,16,1,88.64543545309236,0.8999999443019864,0.10000005569801358,0
16,70,5,17,1,82.74140330750075,0.899448534,0.10055146649606614,0
16,70,5,18,1,84.59920519443577,0.8853055642192472,0.11469443578075264,0
16,70,5,19,1,102.82538281357105,0.8930293211858901,0.10697067881410992,0
17,70,5,0,0,74.14398835031979,0.9,0.1,0
17,70,5,1,0,42.18057881790242,0.7422420874141308,0.25775791258586916,0
17,70,5,2,0,79.35851666989534,0.899999118,0.10000088226952783,0
17,70,5,3,0,87.17966934358135,0.8474848762250584,0.15251512377494147,0
17,70,5,4,0,85.55785702341824,0.8977330726954627,0.1022669273045374,0
17,70,5,5,0,98.29958394672411,0.8963186886301121,0.10368131136988802,0
17,70,5,6,0,68.32452565,0.899999818,0.10000018202324396,0
17,70,5,7,0,64.56847992401427,0.7073918467438932,0.29260815325610673,0
17,70,5,8,0,72.23012567567866,0.5612362897588087,0.43876371024119126,1
17,70,5,9,0,63.43325271228051,0.3542202958272791,0.645779704,1
17,70,5,10,1,100.85628498753321,0.32592850568891085,0.6740714943110891,0
17,70,5,11,1,95.76155125311827,0.8999997788178253,0.10000022118217466,0
17,70,5,12,1,80.90593830348585,0.8999979954918758,0.10000200450812416,0
17,70,5,13,1,89.30975329575179,0.8690585335881019,0.130941466,0
17,70,5,14,1,92.69919806928837,0.8995223000337255,0.1004776999662745,0
17,70,5,15,1,81.12358856,0.8999718104272284,0.10002818957277171,0
17,70,5,16,1,96.57438267940185,0.8714886201942549,0.12851137980574512,0
17,70,5,17,1,87.63275976462974,0.8999987512231306,0.10000124877686953,0
17,70,5,18,1,84.53885049636408,0.8989410002492059,0.10105899975079422,0
17,70,5,19,1,88.74986279131124,0.8937533956328766,0.10624660436712344,0
18,70,5,0,0,71.19142665709306,0.9,0.1,0
18,70,5,1,0,102.85303536121333,0.7037613968065166,0.29623860319348316,0
18,70,5,2,0,67.97661780087594,0.8999999953096137,0.10000000469038631,0
18,70,5,3,0,72.40776973682303,0.7107177765753664,0.2892822234246337,0
18,70,5,4,0,76.64046764806119,0.4806799352571687,0.5193200647428313,1
18,70,5,5,0,79.35087161292418,0.42258768439010724,0.5774123156098927,0
18,70,5,6,0,85.13355229156552,0.5286897766688099,0.471310223,0
18,70,5,7,0,75.91373185868062,0.8651099542900452,0.13489004570995472,0
18,70,5,8,0,64.95419945197587,0.739387081,0.26061291913604095,0
18,70,5,9,0,60.31140305776904,0.5783343097315011,0.42166569026849887,0
18,70,5,10,1,94.02728852519844,0.6664690189933159,0.33353098100668405,0
18,70,5,11,1,92.08221419236915,0.8999580964910128,0.10004190350898713,0
18,70,5,12,1,92.87309874409792,0.8999541539730888,0.1000458460269111,0
18,70,5,13,1,84.49164333680973,0.8999756317795135,0.10002436822048662,0
18,70,5,14,1,85.02621564102854,0.893672792,0.1063272077227621,0
18,70,5,15,1,96.72759740851149,0.8948757421765022,0.10512425782349774,0
